sale_id,product_id,region_id,sale_date,quantity,discount,total_amount
1173,9,1,2024-04-11,7,0.15,29.75
1174,10,5,2023-10-27,38,0.15,64.6
1175,1,2,2023-07-07,24,0.15,24480.0
1176,1,5,2024-10-11,38,0.0,45600.0
1177,1,3,2023-02-02,2,0.05,2280.0
1178,3,3,2024-07-10,17,0.0,2550.0
1179,6,4,2023-12-23,22,0.0,660.0
1180,6,2,2023-05-11,31,0.0,930.0
1181,10,4,2023-09-26,39,0.15,66.3
1182,7,5,2023-12-26,12,0.0,3600.0
1183,2,3,2024-08-30,17,0.1,12240.0
1184,1,4,2024-04-26,29,0.15,29580.0
1185,1,3,2023-05-14,26,0.05,29640.0
1186,9,4,2023-08-29,45,0.0,225.0
1187,4,2,2023-08-29,9,0.1,486.0
1188,6,2,2024-05-13,19,0.15,484.5
1189,10,1,2023-08-31,43,0.1,77.4
1190,6,1,2023-11-04,26,0.1,702.0
1191,9,1,2023-08-29,42,0.05,199.5
1192,9,3,2024-04-01,27,0.05,128.25
1193,3,2,2023-09-08,22,0.15,2805.0
1194,5,2,2024-12-26,45,0.05,9405.0
1195,9,3,2024-07-04,2,0.15,8.5
1196,3,4,2024-02-05,48,0.15,6120.0
1197,4,3,2023-02-24,12,0.05,684.0
1198,9,4,2024-01-01,43,0.15,182.75
1199,4,2,2024-05-11,18,0.1,972.0
1200,1,2,2024-07-22,32,0.1,34560.0
1201,10,3,2023-04-23,45,0.1,81.0
1202,7,1,2023-03-26,29,0.1,7830.0
1203,9,4,2024-04-24,47,0.1,211.5
1204,7,3,2023-04-14,20,0.05,5700.0
1205,5,1,2023-11-20,12,0.05,2508.0
1206,9,5,2024-02-02,19,0.15,80.75
1207,4,4,2023-01-08,31,0.1,1674.0
1208,7,4,2024-04-18,27,0.15,6885.0
1209,3,2,2023-07-24,42,0.1,5670.0
1210,4,5,2024-04-03,30,0.1,1620.0
1211,3,5,2024-09-08,37,0.05,5272.5
1212,2,1,2023-06-30,7,0.05,5320.0
1213,1,4,2023-06-10,38,0.05,43320.0
1214,5,1,2023-11-20,46,0.15,8602.0
1215,3,4,2024-11-16,44,0.05,6270.0
1216,7,5,2023-06-28,8,0.15,2040.0
1217,6,4,2024-05-10,50,0.0,1500.0
1218,5,5,2023-08-06,17,0.05,3553.0
1219,9,2,2023-09-17,50,0.0,250.0
1220,4,4,2023-03-19,15,0.1,810.0
1221,6,1,2023-03-02,9,0.1,243.0
1222,1,2,2023-12-02,26,0.05,29640.0
1223,5,1,2023-02-18,45,0.0,9900.0
1224,6,2,2024-12-12,13,0.05,370.5
1225,4,4,2023-06-11,27,0.1,1458.0
1226,7,2,2024-12-29,28,0.0,8400.0
1227,5,2,2024-07-06,13,0.0,2860.0
1228,1,4,2024-10-07,11,0.0,13200.0
1229,6,1,2023-02-02,32,0.1,864.0
1230,4,1,2023-10-02,20,0.0,1200.0
1231,6,5,2023-10-06,42,0.15,1071.0
1232,6,1,2023-02-15,26,0.0,780.0
1233,3,1,2024-03-22,14,0.05,1995.0
1234,4,2,2023-03-29,41,0.15,2091.0
1235,8,1,2023-09-28,46,0.15,782.0
1236,10,2,2023-02-09,39,0.1,70.2
1237,5,5,2024-07-27,33,0.15,6171.0
1238,8,2,2024-11-12,45,0.15,765.0
1239,3,3,2023-08-16,17,0.15,2167.5
1240,1,4,2023-09-25,18,0.05,20520.0
1241,8,3,2023-10-13,10,0.05,190.0
1242,6,3,2023-05-30,45,0.15,1147.5
1243,4,3,2023-06-25,17,0.0,1020.0
1244,2,5,2023-05-13,38,0.1,27360.0
1245,7,4,2024-05-26,28,0.1,7560.0
1246,7,4,2023-01-15,45,0.0,13500.0
1247,8,3,2023-04-22,2,0.05,38.0
1248,4,2,2023-06-09,30,0.0,1800.0
1249,5,4,2023-05-04,14,0.1,2772.0
1250,4,3,2023-10-23,30,0.1,1620.0
1251,1,3,2023-06-11,14,0.15,14280.0
1252,4,1,2023-04-01,46,0.15,2346.0
1253,1,2,2024-03-05,26,0.1,28080.0
1254,3,4,2023-06-01,40,0.1,5400.0
1255,7,5,2024-01-11,43,0.0,12900.0
1256,4,5,2024-02-05,3,0.05,171.0
1257,1,3,2023-12-18,14,0.05,15960.0
1258,5,3,2024-12-21,22,0.1,4356.0
1259,10,1,2024-09-01,11,0.05,20.9
1260,10,5,2023-05-23,29,0.05,55.099999999999994
1261,5,2,2023-06-16,48,0.0,10560.0
1262,4,5,2023-03-06,23,0.05,1311.0
1263,8,4,2024-08-13,31,0.15,527.0
1264,5,5,2023-12-08,8,0.0,1760.0
1265,8,1,2024-03-18,21,0.15,357.0
1266,7,5,2023-09-13,33,0.05,9405.0
1267,1,5,2023-05-05,22,0.15,22440.0
1268,1,4,2024-01-30,10,0.05,11400.0
1269,4,3,2024-06-21,8,0.05,456.0
1270,9,2,2024-08-09,17,0.0,85.0
1271,7,3,2024-03-10,43,0.0,12900.0
1272,10,5,2023-10-08,22,0.15,37.4
1273,10,5,2024-10-25,4,0.0,8.0
1274,5,4,2024-02-19,16,0.1,3168.0
1275,4,5,2023-04-02,22,0.1,1188.0
1276,2,3,2024-01-11,6,0.15,4080.0
1277,7,1,2023-08-13,8,0.1,2160.0
1278,8,1,2024-09-18,12,0.15,204.0
1279,8,1,2023-12-24,14,0.1,252.0
1280,1,4,2024-10-26,48,0.05,54720.0
1281,1,1,2023-07-26,25,0.05,28500.0
1282,9,5,2023-05-31,20,0.1,90.0
1283,7,5,2023-07-02,22,0.1,5940.0
1284,8,2,2023-10-17,8,0.0,160.0
1285,3,2,2024-11-30,43,0.0,6450.0
1286,6,1,2023-07-27,34,0.1,918.0
1287,10,3,2023-05-31,1,0.0,2.0
1288,5,2,2023-10-01,40,0.0,8800.0
1289,2,3,2024-10-26,7,0.05,5320.0
1290,9,5,2023-05-01,12,0.0,60.0
1291,6,2,2024-07-21,22,0.1,594.0
1292,9,2,2023-09-14,33,0.15,140.25
1293,9,3,2023-06-01,39,0.15,165.75
1294,6,2,2023-05-23,22,0.0,660.0
1295,9,5,2024-01-06,24,0.0,120.0
1296,9,1,2023-02-08,19,0.0,95.0
1297,3,2,2024-07-02,9,0.05,1282.5
1298,7,3,2023-10-24,22,0.0,6600.0
1299,5,1,2023-09-23,18,0.0,3960.0
1300,3,5,2023-08-23,28,0.1,3780.0
1301,10,4,2023-08-25,37,0.0,74.0
1302,2,4,2024-05-15,13,0.1,9360.0
1303,3,1,2023-12-21,6,0.1,810.0
1304,7,5,2024-08-10,26,0.15,6630.0
1305,9,1,2023-08-28,16,0.05,76.0
1306,7,5,2024-11-23,37,0.05,10545.0
1307,8,1,2023-06-20,15,0.05,285.0
1308,8,3,2024-10-30,11,0.1,198.0
1309,10,5,2023-08-25,33,0.0,66.0
1310,9,4,2023-04-10,27,0.15,114.75
1311,7,5,2023-05-22,44,0.15,11220.0
1312,3,3,2024-04-29,5,0.0,750.0
1313,8,1,2023-12-20,27,0.15,459.0
1314,3,4,2024-08-01,8,0.0,1200.0
1315,4,2,2024-05-13,18,0.05,1026.0
1316,7,4,2023-12-28,42,0.15,10710.0
1317,4,3,2023-12-07,31,0.05,1767.0
1318,4,4,2024-01-14,26,0.1,1404.0
1319,8,1,2024-06-07,39,0.1,702.0
1320,9,1,2023-05-28,49,0.05,232.75
1321,6,2,2023-03-20,4,0.05,114.0
1322,5,5,2024-03-03,20,0.15,3740.0
1323,10,5,2024-05-30,41,0.1,73.8
1324,3,2,2023-04-18,10,0.0,1500.0
1325,4,1,2024-04-27,48,0.0,2880.0
1326,10,1,2023-09-09,34,0.0,68.0
1327,4,2,2024-08-08,17,0.0,1020.0
1328,3,1,2023-12-12,20,0.05,2850.0
1329,4,2,2023-10-21,15,0.15,765.0
1330,7,5,2023-01-11,36,0.05,10260.0
1331,6,2,2024-12-01,9,0.05,256.5
1332,4,3,2023-11-01,5,0.05,285.0
1333,2,1,2023-10-01,10,0.0,8000.0
1334,8,5,2024-10-14,27,0.0,540.0
1335,7,5,2024-12-16,43,0.1,11610.0
1336,3,5,2023-12-30,8,0.0,1200.0
1337,3,1,2023-05-24,1,0.1,135.0
1338,3,2,2024-05-01,19,0.15,2422.5
1339,5,5,2024-10-14,34,0.15,6358.0
1340,7,3,2023-02-28,20,0.15,5100.0
1341,3,2,2024-04-07,13,0.0,1950.0
1342,6,5,2023-11-10,32,0.15,816.0
1343,9,1,2023-12-05,41,0.15,174.25
1344,4,1,2024-06-10,44,0.1,2376.0
1345,10,5,2024-08-11,18,0.1,32.4
1346,10,5,2023-01-03,30,0.05,57.0
1347,3,5,2024-03-31,6,0.05,855.0
1348,8,5,2023-02-12,21,0.0,420.0
1349,2,3,2024-10-25,44,0.1,31680.0
1350,6,5,2023-01-04,36,0.0,1080.0
1351,7,5,2024-08-30,31,0.05,8835.0
1352,9,4,2023-04-22,39,0.1,175.5
1353,3,2,2024-10-30,3,0.1,405.0
1354,7,4,2024-09-04,39,0.05,11115.0
1355,3,2,2023-09-05,30,0.1,4050.0
1356,1,5,2023-09-17,41,0.1,44280.0
1357,3,1,2023-08-07,33,0.15,4207.5
1358,9,3,2023-01-01,47,0.15,199.75
1359,3,3,2024-06-23,10,0.1,1350.0
1360,3,4,2023-10-03,43,0.05,6127.5
1361,6,1,2023-02-22,38,0.15,969.0
1362,8,1,2024-03-30,45,0.0,900.0
1363,10,5,2023-02-01,17,0.05,32.3
1364,2,5,2023-02-18,13,0.1,9360.0
1365,8,2,2023-01-19,11,0.15,187.0
1366,2,3,2023-04-18,44,0.15,29920.0
1367,2,2,2024-06-30,7,0.1,5040.0
1368,5,1,2023-12-21,27,0.15,5049.0
1369,7,2,2024-10-03,26,0.0,7800.0
1370,1,1,2023-07-18,6,0.1,6480.0
1371,8,4,2024-04-19,11,0.05,209.0
1372,10,5,2023-10-09,8,0.1,14.4
1373,5,2,2023-10-27,21,0.15,3927.0
1374,2,3,2023-02-02,1,0.15,680.0
1375,1,3,2023-11-07,45,0.15,45900.0
1376,4,5,2023-10-07,29,0.1,1566.0
1377,6,1,2023-03-27,48,0.15,1224.0
1378,10,3,2023-11-07,12,0.1,21.6
1379,9,4,2024-05-16,23,0.15,97.75
1380,6,4,2023-05-23,25,0.15,637.5
1381,1,1,2023-01-03,37,0.0,44400.0
1382,9,4,2024-01-15,12,0.15,51.0
1383,9,3,2024-01-13,8,0.1,36.0
1384,5,5,2024-05-08,31,0.15,5797.0
1385,2,3,2023-08-01,8,0.0,6400.0
1386,8,4,2023-04-14,32,0.1,576.0
1387,10,5,2024-06-28,21,0.05,39.9
1388,8,2,2023-05-10,6,0.1,108.0
1389,4,1,2023-04-28,5,0.05,285.0
1390,1,5,2023-08-31,11,0.05,12540.0
1391,6,2,2023-12-15,45,0.1,1215.0
1392,2,5,2024-03-14,2,0.1,1440.0
1393,8,2,2024-06-27,28,0.15,476.0
1394,4,2,2023-07-14,25,0.1,1350.0
1395,2,2,2024-01-19,36,0.1,25920.0
1396,5,1,2023-06-22,10,0.15,1870.0
1397,6,2,2024-08-03,11,0.15,280.5
1398,4,4,2024-11-07,43,0.0,2580.0
1399,10,2,2024-07-19,11,0.05,20.9
1400,6,2,2024-01-19,49,0.1,1323.0
1401,8,4,2024-09-19,36,0.0,720.0
1402,10,5,2024-04-07,35,0.15,59.5
1403,9,3,2024-07-12,31,0.1,139.5
1404,10,4,2023-07-18,37,0.05,70.3
1405,3,2,2024-05-20,41,0.0,6150.0
1406,6,2,2024-02-03,2,0.0,60.0
1407,6,3,2024-06-06,30,0.0,900.0
1408,2,2,2024-06-02,44,0.05,33440.0
1409,9,4,2024-10-15,14,0.0,70.0
1410,2,5,2023-04-04,10,0.05,7600.0
1411,4,4,2023-01-30,14,0.0,840.0
1412,1,2,2024-02-28,27,0.05,30780.0
1413,2,5,2024-11-04,32,0.05,24320.0
1414,1,4,2024-04-16,26,0.15,26520.0
1415,4,3,2023-01-08,33,0.0,1980.0
1416,2,1,2023-11-04,21,0.1,15120.0
1417,7,1,2024-09-25,22,0.1,5940.0
1418,3,4,2024-09-26,9,0.15,1147.5
1419,1,3,2024-02-26,20,0.1,21600.0
1420,6,1,2023-06-19,45,0.05,1282.5
1421,10,2,2023-09-24,29,0.15,49.3
1422,9,5,2024-06-14,41,0.0,205.0
1423,5,3,2024-05-18,33,0.0,7260.0
1424,3,1,2024-09-30,4,0.1,540.0
1425,1,5,2023-06-03,39,0.15,39780.0
1426,4,2,2023-07-04,41,0.15,2091.0
1427,10,4,2024-05-27,6,0.15,10.2
1428,5,4,2024-07-29,31,0.1,6138.0
1429,1,5,2023-07-02,48,0.1,51840.0
1430,1,3,2023-09-30,32,0.1,34560.0
1431,6,5,2024-06-22,18,0.05,513.0
1432,2,5,2023-11-30,50,0.05,38000.0
1433,7,3,2023-10-21,45,0.15,11475.0
1434,3,5,2023-02-16,49,0.1,6615.0
1435,10,4,2024-09-28,12,0.1,21.6
1436,10,2,2024-09-27,17,0.0,34.0
1437,3,3,2024-11-13,42,0.1,5670.0
1438,10,2,2023-08-05,45,0.05,85.5
1439,8,3,2024-11-16,25,0.05,475.0
1440,2,5,2023-05-27,50,0.05,38000.0
1441,10,1,2023-01-15,1,0.05,1.9
1442,7,3,2024-10-09,45,0.0,13500.0
1443,8,1,2023-07-07,18,0.15,306.0
1444,9,3,2023-04-13,42,0.1,189.0
1445,5,3,2024-09-28,36,0.0,7920.0
1446,4,5,2024-04-19,31,0.05,1767.0
1447,4,2,2024-01-11,22,0.0,1320.0
1448,5,1,2023-06-25,21,0.05,4389.0
1449,7,2,2024-03-13,25,0.0,7500.0
1450,3,5,2024-10-11,6,0.1,810.0
1451,2,2,2023-12-30,4,0.05,3040.0
1452,8,3,2024-02-10,11,0.05,209.0
1453,7,1,2023-02-12,19,0.15,4845.0
1454,9,2,2024-10-14,50,0.0,250.0
1455,2,2,2024-10-25,49,0.15,33320.0
1456,9,5,2024-12-24,18,0.1,81.0
1457,2,2,2024-01-09,30,0.05,22800.0
1458,2,1,2024-03-16,34,0.1,24480.0
1459,4,2,2024-11-22,4,0.1,216.0
1460,5,2,2024-08-19,21,0.05,4389.0
1461,4,5,2024-04-03,3,0.1,162.0
1462,7,4,2024-06-19,39,0.05,11115.0
1463,7,4,2023-08-01,34,0.1,9180.0
1464,2,1,2023-06-26,25,0.05,19000.0
1465,7,3,2023-04-14,25,0.15,6375.0
1466,4,3,2024-08-15,3,0.0,180.0
1467,3,2,2023-06-05,44,0.0,6600.0
1468,3,1,2024-06-15,13,0.15,1657.5
1469,4,1,2024-07-10,46,0.0,2760.0
1470,2,2,2024-05-14,8,0.05,6080.0
1471,1,5,2023-01-20,6,0.1,6480.0
1472,1,2,2023-05-20,50,0.1,54000.0
1473,7,2,2024-01-03,38,0.05,10830.0
1474,7,5,2024-05-15,34,0.05,9690.0
1475,9,4,2023-04-26,32,0.0,160.0
1476,9,4,2023-12-06,32,0.15,136.0
1477,4,3,2023-02-18,6,0.15,306.0
1478,1,2,2024-07-02,17,0.15,17340.0
1479,1,4,2024-10-17,18,0.1,19440.0
1480,4,1,2024-07-27,42,0.05,2394.0
1481,1,1,2024-09-10,32,0.05,36480.0
1482,7,2,2024-04-20,41,0.05,11685.0
1483,6,1,2023-07-05,1,0.0,30.0
1484,10,2,2023-06-16,1,0.15,1.7
1485,8,1,2024-11-12,10,0.0,200.0
1486,8,3,2023-02-27,46,0.15,782.0
1487,4,5,2024-08-10,24,0.05,1368.0
1488,3,3,2023-09-09,40,0.1,5400.0
1489,7,5,2024-12-30,17,0.05,4845.0
1490,2,1,2024-10-06,48,0.05,36480.0
1491,3,1,2023-07-08,4,0.1,540.0
1492,6,1,2024-08-27,33,0.0,990.0
1493,10,2,2023-06-14,3,0.1,5.4
1494,3,2,2024-12-28,7,0.05,997.5
1495,3,2,2023-02-04,34,0.15,4335.0
1496,10,2,2023-05-18,43,0.15,73.1
1497,8,1,2023-08-10,4,0.15,68.0
1498,4,3,2023-01-04,3,0.15,153.0
1499,9,4,2023-12-22,47,0.1,211.5
1500,4,3,2023-06-05,18,0.1,972.0
1501,3,2,2023-08-03,28,0.1,3780.0
1502,4,1,2024-12-05,30,0.15,1530.0
1503,10,2,2023-04-20,11,0.15,18.7
1504,4,1,2023-12-01,39,0.0,2340.0
1505,2,2,2024-02-02,39,0.0,31200.0
1506,9,2,2023-05-17,14,0.15,59.5
1507,5,4,2024-11-23,39,0.05,8151.0
1508,8,2,2024-04-22,30,0.1,540.0
1509,9,3,2023-10-01,10,0.1,45.0
1510,1,5,2023-03-20,49,0.15,49980.0
1511,8,1,2024-10-05,29,0.0,580.0
1512,1,4,2024-10-21,10,0.1,10800.0
1513,7,2,2023-09-18,38,0.1,10260.0
1514,10,3,2024-08-09,41,0.0,82.0
1515,4,2,2023-11-27,32,0.05,1824.0
1516,6,1,2023-07-28,36,0.0,1080.0
1517,2,5,2024-08-26,13,0.0,10400.0
1518,1,1,2023-11-22,30,0.05,34200.0
1519,8,1,2024-03-25,28,0.1,504.0
1520,5,1,2023-04-07,35,0.0,7700.0
1521,3,5,2023-05-30,13,0.0,1950.0
1522,2,3,2024-09-17,17,0.1,12240.0
1523,8,1,2024-08-17,29,0.1,522.0
1524,8,4,2023-12-13,42,0.05,798.0
1525,2,4,2024-04-13,38,0.05,28880.0
1526,6,1,2023-11-10,18,0.05,513.0
1527,1,3,2024-09-23,16,0.1,17280.0
1528,3,4,2023-11-24,49,0.0,7350.0
1529,10,4,2024-08-13,25,0.1,45.0
1530,6,5,2024-08-10,36,0.0,1080.0
1531,9,1,2024-02-05,15,0.1,67.5
1532,4,4,2024-12-13,48,0.05,2736.0
1533,5,4,2024-12-26,1,0.05,209.0
1534,6,4,2023-10-26,3,0.0,90.0
1535,3,3,2024-03-11,13,0.15,1657.5
1536,2,1,2024-03-20,19,0.15,12920.0
1537,9,3,2024-03-06,48,0.15,204.0
1538,6,4,2023-12-27,7,0.15,178.5
1539,8,2,2023-08-29,11,0.1,198.0
1540,5,5,2024-12-30,25,0.1,4950.0
1541,8,2,2023-02-27,22,0.1,396.0
1542,3,3,2024-07-29,27,0.1,3645.0
1543,7,5,2024-10-05,12,0.1,3240.0
1544,3,1,2024-05-19,37,0.0,5550.0
1545,10,2,2023-02-14,49,0.1,88.2
1546,6,2,2023-02-04,33,0.15,841.5
1547,1,3,2024-06-04,22,0.15,22440.0
1548,9,3,2024-08-11,2,0.1,9.0
1549,10,1,2023-12-11,29,0.15,49.3
1550,7,1,2023-02-12,8,0.15,2040.0
1551,5,1,2024-01-04,7,0.1,1386.0
1552,3,1,2023-05-31,23,0.1,3105.0
1553,5,2,2024-04-10,23,0.0,5060.0
1554,7,1,2024-08-31,34,0.15,8670.0
1555,2,5,2023-07-05,8,0.15,5440.0
1556,5,3,2023-04-17,36,0.0,7920.0
1557,5,5,2024-12-16,5,0.15,935.0
1558,9,4,2024-11-13,45,0.05,213.75
1559,8,1,2023-04-27,26,0.0,520.0
1560,2,2,2023-10-12,29,0.15,19720.0
1561,3,4,2023-08-09,16,0.0,2400.0
1562,4,2,2024-03-12,21,0.15,1071.0
1563,5,5,2023-05-26,32,0.05,6688.0
1564,10,3,2023-04-11,22,0.05,41.8
1565,2,3,2023-09-11,13,0.1,9360.0
1566,1,4,2024-09-21,38,0.1,41040.0
1567,5,2,2023-06-11,46,0.15,8602.0
1568,8,2,2023-08-30,25,0.1,450.0
1569,4,1,2023-03-19,17,0.05,969.0
1570,4,2,2023-10-17,41,0.0,2460.0
1571,4,2,2024-02-20,41,0.05,2337.0
1572,8,4,2023-10-17,1,0.1,18.0
1573,9,1,2024-03-21,8,0.1,36.0
1574,6,1,2023-04-24,21,0.0,630.0
1575,9,1,2023-06-28,2,0.05,9.5
1576,3,5,2024-01-15,26,0.0,3900.0
1577,9,5,2023-05-29,9,0.0,45.0
1578,3,4,2024-09-25,23,0.05,3277.5
1579,2,5,2023-03-18,42,0.1,30240.0
1580,7,1,2023-11-20,49,0.15,12495.0
1581,1,1,2023-03-29,31,0.15,31620.0
1582,10,1,2024-01-02,46,0.1,82.8
1583,8,5,2023-08-19,41,0.0,820.0
1584,10,1,2024-07-15,14,0.05,26.599999999999998
1585,1,4,2024-11-29,41,0.1,44280.0
1586,7,3,2024-12-06,32,0.15,8160.0
1587,5,4,2023-07-31,18,0.1,3564.0
1588,9,4,2024-08-25,27,0.1,121.5
1589,2,2,2023-12-19,11,0.0,8800.0
1590,8,5,2023-09-23,28,0.0,560.0
1591,4,1,2024-04-07,9,0.05,513.0
1592,7,2,2024-08-11,36,0.1,9720.0
1593,8,4,2023-12-29,5,0.1,90.0
1594,9,2,2023-01-15,27,0.1,121.5
1595,7,5,2024-12-02,45,0.1,12150.0
1596,8,2,2024-08-07,4,0.15,68.0
1597,6,5,2023-07-19,2,0.0,60.0
1598,3,1,2023-05-30,33,0.15,4207.5
1599,5,4,2024-11-24,19,0.1,3762.0
1600,7,4,2023-09-29,39,0.15,9945.0
1601,6,2,2023-01-01,49,0.15,1249.5
1602,4,4,2024-02-03,29,0.05,1653.0
1603,4,1,2023-06-19,13,0.15,663.0
1604,3,5,2024-06-07,20,0.1,2700.0
1605,2,2,2024-02-09,34,0.05,25840.0
1606,6,5,2023-12-03,33,0.0,990.0
1607,3,3,2023-02-05,49,0.15,6247.5
1608,9,3,2024-09-21,12,0.05,57.0
1609,4,3,2023-09-05,5,0.1,270.0
1610,3,4,2024-07-25,33,0.15,4207.5
1611,2,4,2024-09-29,9,0.1,6480.0
1612,4,2,2024-02-19,28,0.15,1428.0
1613,10,2,2023-01-11,30,0.1,54.0
1614,7,4,2024-07-15,16,0.05,4560.0
1615,6,4,2024-04-18,40,0.05,1140.0
1616,9,1,2023-03-26,4,0.1,18.0
1617,7,5,2023-08-21,21,0.1,5670.0
1618,2,1,2023-06-05,31,0.05,23560.0
1619,4,3,2024-11-09,42,0.05,2394.0
1620,8,2,2023-01-07,7,0.0,140.0
1621,3,5,2024-09-15,50,0.0,7500.0
1622,8,4,2024-06-20,30,0.1,540.0
1623,10,1,2024-03-22,13,0.05,24.7
1624,6,3,2023-12-13,1,0.0,30.0
1625,9,3,2023-05-06,50,0.05,237.5
1626,8,4,2024-11-02,49,0.15,833.0
1627,7,2,2023-02-07,33,0.0,9900.0
1628,10,3,2024-07-01,34,0.15,57.8
1629,4,4,2024-03-09,35,0.15,1785.0
1630,4,4,2023-04-03,50,0.1,2700.0
1631,4,2,2023-01-27,29,0.15,1479.0
1632,6,1,2023-01-27,15,0.15,382.5
1633,3,2,2024-07-13,2,0.1,270.0
1634,10,4,2024-08-25,17,0.1,30.6
1635,10,3,2024-07-06,41,0.05,77.89999999999999
1636,1,4,2024-08-04,15,0.0,18000.0
1637,2,2,2024-12-31,46,0.15,31280.0
1638,3,5,2024-10-03,29,0.15,3697.5
1639,5,3,2024-06-23,8,0.15,1496.0
1640,4,3,2023-09-15,29,0.15,1479.0
1641,8,5,2024-10-11,14,0.1,252.0
1642,4,1,2024-05-10,16,0.1,864.0
1643,4,4,2023-07-25,35,0.0,2100.0
1644,8,4,2023-12-09,22,0.15,374.0
1645,8,1,2023-05-29,50,0.05,950.0
1646,8,4,2023-07-02,17,0.0,340.0
1647,3,1,2023-01-02,1,0.1,135.0
1648,4,3,2024-02-21,42,0.1,2268.0
1649,6,3,2023-08-22,44,0.0,1320.0
1650,7,5,2024-08-08,45,0.05,12825.0
1651,8,5,2024-07-04,21,0.15,357.0
1652,4,2,2023-04-05,17,0.05,969.0
1653,2,1,2024-06-24,11,0.05,8360.0
1654,1,4,2023-11-15,44,0.1,47520.0
1655,8,3,2023-07-21,4,0.15,68.0
1656,1,1,2024-03-06,19,0.05,21660.0
1657,7,5,2024-08-25,6,0.0,1800.0
1658,5,4,2024-05-28,28,0.15,5236.0
1659,1,5,2024-09-08,22,0.05,25080.0
1660,5,3,2024-07-11,14,0.05,2926.0
1661,9,1,2024-01-07,27,0.15,114.75
1662,8,4,2023-11-06,29,0.1,522.0
1663,7,1,2023-03-01,24,0.15,6120.0
1664,1,2,2024-03-17,28,0.1,30240.0
1665,1,4,2024-09-17,34,0.0,40800.0
1666,4,5,2024-07-06,6,0.0,360.0
1667,10,1,2023-04-03,50,0.1,90.0
1668,8,4,2024-05-10,38,0.0,760.0
1669,7,4,2023-09-25,33,0.1,8910.0
1670,9,5,2023-02-03,26,0.1,117.0
1671,10,5,2023-01-13,16,0.0,32.0
1672,2,5,2023-12-22,17,0.15,11560.0
1673,1,4,2023-06-20,33,0.1,35640.0
1674,4,1,2023-03-16,37,0.05,2109.0
1675,10,3,2023-01-15,47,0.05,89.3
1676,4,5,2023-05-27,47,0.1,2538.0
1677,9,3,2023-07-31,30,0.05,142.5
1678,5,2,2024-03-23,30,0.15,5610.0
1679,2,1,2024-08-31,24,0.15,16320.0
1680,10,3,2023-01-27,1,0.15,1.7
1681,10,5,2023-10-25,20,0.0,40.0
1682,4,4,2024-05-01,16,0.15,816.0
1683,8,1,2024-11-23,26,0.15,442.0
1684,8,3,2024-01-25,14,0.0,280.0
1685,4,3,2024-06-30,45,0.0,2700.0
1686,4,2,2024-01-25,5,0.0,300.0
1687,7,3,2024-02-08,47,0.15,11985.0
1688,7,1,2023-04-24,20,0.15,5100.0
1689,2,3,2024-07-09,27,0.05,20520.0
1690,2,1,2024-06-13,29,0.05,22040.0
1691,9,1,2023-02-21,16,0.05,76.0
1692,7,1,2023-01-10,17,0.05,4845.0
1693,4,3,2023-03-27,6,0.15,306.0
1694,3,1,2024-05-01,1,0.0,150.0
1695,7,3,2024-02-24,11,0.1,2970.0
1696,7,1,2024-05-22,36,0.05,10260.0
1697,5,3,2024-12-31,41,0.0,9020.0
1698,10,3,2024-03-19,18,0.05,34.199999999999996
1699,2,3,2023-08-09,14,0.05,10640.0
1700,7,2,2023-04-22,19,0.0,5700.0
1701,10,4,2023-09-04,10,0.15,17.0
1702,10,4,2023-07-16,12,0.05,22.799999999999997
1703,5,5,2024-05-19,46,0.0,10120.0
1704,6,1,2024-03-27,17,0.05,484.5
1705,7,4,2023-05-26,25,0.1,6750.0
1706,3,3,2024-01-01,41,0.05,5842.5
1707,5,4,2023-02-01,8,0.0,1760.0
1708,10,1,2024-06-26,6,0.1,10.8
1709,4,1,2024-09-23,14,0.0,840.0
1710,10,4,2023-09-15,38,0.1,68.4
1711,6,3,2023-03-28,29,0.0,870.0
1712,2,4,2023-10-21,15,0.0,12000.0
1713,1,1,2024-12-18,37,0.0,44400.0
1714,8,4,2024-06-28,8,0.1,144.0
1715,1,2,2023-01-03,36,0.15,36720.0
1716,2,1,2024-06-04,24,0.0,19200.0
1717,4,5,2023-06-07,30,0.05,1710.0
1718,4,5,2024-12-02,40,0.15,2040.0
1719,7,3,2023-12-19,28,0.1,7560.0
1720,1,2,2023-07-11,42,0.15,42840.0
1721,8,2,2023-12-20,50,0.0,1000.0
1722,2,2,2024-09-16,9,0.0,7200.0
1723,1,2,2023-08-22,50,0.1,54000.0
1724,9,4,2024-01-17,31,0.0,155.0
1725,8,5,2023-07-08,32,0.1,576.0
1726,7,2,2023-12-16,45,0.1,12150.0
1727,2,4,2023-10-25,41,0.15,27880.0
1728,7,3,2023-09-07,35,0.0,10500.0
1729,2,1,2023-03-08,41,0.15,27880.0
1730,9,1,2023-02-16,12,0.05,57.0
1731,9,2,2023-01-09,45,0.15,191.25
1732,2,3,2024-04-03,33,0.05,25080.0
1733,8,1,2023-03-31,50,0.05,950.0
1734,4,2,2024-05-20,47,0.0,2820.0
1735,2,4,2023-10-05,15,0.15,10200.0
1736,3,2,2024-08-03,45,0.0,6750.0
1737,5,4,2024-10-03,33,0.1,6534.0
1738,7,3,2023-02-26,42,0.05,11970.0
1739,7,3,2024-07-31,4,0.0,1200.0
